customerid,tenure_group,contract,paymentmethod,monthlycharges,total_revenue,churn_flag,risk_level,value_segment,lifecycle_stage
0967-BMLBD,0-1 year,One year,Mailed check,20,220,0,Low Risk,Low Value,New (0-1y)
6178-KFNHS,0-1 year,Month-to-month,Electronic check,78.3,939.6,1,High Risk,Low Value,New (0-1y)
2830-LEWOA,4+ years,One year,Credit card (automatic),103.9,6337.9,0,Low Risk,High Value,Loyal (4y+)
5006-MXVRN,2-4 years,Two year,Credit card (automatic),20.7,807.3,0,Low Risk,Low Value,Mature (2-4y)
1264-BYWMS,4+ years,Month-to-month,Electronic check,96.8,5324,1,High Risk,High Value,Loyal (4y+)
9658-WYUFB,1-2 years,Month-to-month,Electronic check,94.4,1604.8,1,High Risk,Mid Value,Growing (1-2y)
8327-WKMIE,2-4 years,One year,Credit card (automatic),20.15,745.55,0,Low Risk,Low Value,Mature (2-4y)
6917-FIJHC,4+ years,Two year,Mailed check,26,1872,0,Low Risk,Mid Value,Loyal (4y+)
5329-KRDTM,4+ years,Two year,Credit card (automatic),77.35,5569.2,0,Low Risk,High Value,Loyal (4y+)
7797-EJMDP,0-1 year,Month-to-month,Bank transfer (automatic),66.05,528.4,0,Low Risk,Low Value,New (0-1y)
3530-VWVGU,1-2 years,Month-to-month,Mailed check,19.9,437.8,0,Low Risk,Low Value,Growing (1-2y)
2013-SGDXK,0-1 year,Month-to-month,Electronic check,84.3,84.3,1,High Risk,Low Value,New (0-1y)
6368-NWMCE,2-4 years,Month-to-month,Credit card (automatic),68.15,2589.7,0,Low Risk,Mid Value,Mature (2-4y)
3633-CDBUW,1-2 years,One year,Electronic check,80.85,1374.45,0,Low Risk,Mid Value,Growing (1-2y)
0707-HOVVN,4+ years,Two year,Bank transfer (automatic),75.5,5285,0,Low Risk,High Value,Loyal (4y+)
8580-QVLOC,4+ years,Two year,Credit card (automatic),92.45,6656.4,1,High Risk,High Value,Loyal (4y+)
3956-MGXOG,2-4 years,Month-to-month,Electronic check,80.6,2256.8,0,Low Risk,Mid Value,Mature (2-4y)
9274-UARKJ,1-2 years,Month-to-month,Bank transfer (automatic),83.2,1248,0,Low Risk,Mid Value,Growing (1-2y)
4077-HWUYD,4+ years,Two year,Bank transfer (automatic),87.55,6303.6,0,Low Risk,High Value,Loyal (4y+)
2012-NWRPA,0-1 year,Month-to-month,Electronic check,99.55,1095.05,1,High Risk,Mid Value,New (0-1y)
8808-ELEHO,0-1 year,Month-to-month,Electronic check,81.25,650,1,High Risk,Low Value,New (0-1y)
0103-CSITQ,4+ years,One year,Bank transfer (automatic),109.4,6235.8,0,Low Risk,High Value,Loyal (4y+)
3506-LCJDC,0-1 year,Month-to-month,Bank transfer (automatic),19.95,19.95,1,High Risk,Low Value,New (0-1y)
8671-KKKOS,2-4 years,Month-to-month,Electronic check,45.55,2095.3,0,Low Risk,Mid Value,Mature (2-4y)
7305-ZWMAJ,2-4 years,One year,Credit card (automatic),20.7,621,0,Low Risk,Low Value,Mature (2-4y)
9518-XXBXE,0-1 year,Month-to-month,Electronic check,75.3,753,0,Low Risk,Low Value,New (0-1y)
3934-HXCFZ,1-2 years,Month-to-month,Electronic check,99.25,2282.75,1,High Risk,Mid Value,Growing (1-2y)
6578-KRMAW,2-4 years,Month-to-month,Credit card (automatic),93.4,2988.8,0,Low Risk,Mid Value,Mature (2-4y)
4860-IJUDE,1-2 years,Month-to-month,Credit card (automatic),73.75,958.75,0,Low Risk,Low Value,Growing (1-2y)
7666-WKRON,2-4 years,Two year,Electronic check,80.45,3137.55,1,High Risk,High Value,Mature (2-4y)
9688-YGXVR,2-4 years,Month-to-month,Credit card (automatic),88.15,3878.6,0,Low Risk,High Value,Mature (2-4y)
0423-UDIJQ,0-1 year,Month-to-month,Mailed check,49.2,442.8,0,Low Risk,Low Value,New (0-1y)
1945-XISKS,4+ years,Two year,Mailed check,19.65,1316.55,0,Low Risk,Mid Value,Loyal (4y+)
4910-AQFFX,0-1 year,Month-to-month,Bank transfer (automatic),79.35,714.15,1,High Risk,Low Value,New (0-1y)
2154-KVJFF,1-2 years,Month-to-month,Electronic check,79.75,1196.25,1,High Risk,Mid Value,Growing (1-2y)
5360-LJCNJ,4+ years,Two year,Bank transfer (automatic),105.15,7465.65,0,Low Risk,High Value,Loyal (4y+)
2607-FBDFF,0-1 year,Month-to-month,Credit card (automatic),49,49,0,Low Risk,Low Value,New (0-1y)
9647-ERGBE,2-4 years,Month-to-month,Electronic check,100.05,3001.5,1,High Risk,High Value,Mature (2-4y)
3428-XZMAZ,0-1 year,Month-to-month,Electronic check,69.35,69.35,1,High Risk,Low Value,New (0-1y)
1100-DDVRV,1-2 years,Month-to-month,Mailed check,49.8,846.6,0,Low Risk,Low Value,Growing (1-2y)
0378-TOVMS,0-1 year,Month-to-month,Electronic check,85.8,257.4,1,High Risk,Low Value,New (0-1y)
4355-HBJHH,4+ years,Two year,Electronic check,79.7,5339.9,1,High Risk,High Value,Loyal (4y+)
6728-WYQBC,0-1 year,Month-to-month,Bank transfer (automatic),20.95,20.95,0,Low Risk,Low Value,New (0-1y)
9058-CBREO,0-1 year,Month-to-month,Mailed check,50.55,50.55,1,High Risk,Low Value,New (0-1y)
9029-FEGVJ,2-4 years,Month-to-month,Mailed check,79.3,2537.6,0,Low Risk,Mid Value,Mature (2-4y)
7216-KAOID,2-4 years,One year,Bank transfer (automatic),19.5,799.5,0,Low Risk,Low Value,Mature (2-4y)
0318-QUUOB,0-1 year,Month-to-month,Electronic check,80.55,80.55,1,High Risk,Low Value,New (0-1y)
6145-NNPNO,0-1 year,Month-to-month,Bank transfer (automatic),44.15,44.15,0,Low Risk,Low Value,New (0-1y)
5520-FVEWJ,0-1 year,Month-to-month,Electronic check,84.5,1014,1,High Risk,Mid Value,New (0-1y)
5339-TJFEK,4+ years,Month-to-month,Electronic check,105.5,6541,0,Low Risk,High Value,Loyal (4y+)
5572-ZDXHY,1-2 years,Month-to-month,Mailed check,84.3,1854.6,1,High Risk,Mid Value,Growing (1-2y)
2074-GUHPQ,1-2 years,Month-to-month,Credit card (automatic),92.7,1575.9,0,Low Risk,Mid Value,Growing (1-2y)
4625-XMOYM,4+ years,Two year,Bank transfer (automatic),26.25,1890,0,Low Risk,Mid Value,Loyal (4y+)
5827-MWCZK,4+ years,Month-to-month,Credit card (automatic),96.95,5429.2,0,Low Risk,High Value,Loyal (4y+)
1385-TQOZW,0-1 year,Month-to-month,Credit card (automatic),20.45,184.05,0,Low Risk,Low Value,New (0-1y)
5914-XRFQB,4+ years,Two year,Bank transfer (automatic),115.8,8337.6,0,Low Risk,High Value,Loyal (4y+)
4329-YPDDQ,1-2 years,Month-to-month,Bank transfer (automatic),108.2,2164,0,Low Risk,Mid Value,Growing (1-2y)
4804-NCPET,1-2 years,Two year,Mailed check,20.2,383.8,0,Low Risk,Low Value,Growing (1-2y)
3750-CKVKH,0-1 year,Month-to-month,Electronic check,67.75,135.5,1,High Risk,Low Value,New (0-1y)
5944-UGLLK,4+ years,One year,Credit card (automatic),54.9,2909.7,0,Low Risk,Mid Value,Loyal (4y+)
8063-GBATB,2-4 years,Month-to-month,Electronic check,85.25,2301.75,1,High Risk,Mid Value,Mature (2-4y)
7787-BNTZM,0-1 year,Month-to-month,Bank transfer (automatic),20.15,120.9,0,Low Risk,Low Value,New (0-1y)
2252-ISRNH,0-1 year,One year,Electronic check,90.35,813.15,0,Low Risk,Low Value,New (0-1y)
9415-TPKRV,0-1 year,Month-to-month,Electronic check,55.75,446,0,Low Risk,Low Value,New (0-1y)
5322-TEUJK,4+ years,Two year,Bank transfer (automatic),114.6,8136.6,0,Low Risk,High Value,Loyal (4y+)
4547-KQRTM,0-1 year,Month-to-month,Bank transfer (automatic),80.05,800.5,1,High Risk,Low Value,New (0-1y)
4877-EVATK,0-1 year,Month-to-month,Mailed check,20,20,1,High Risk,Low Value,New (0-1y)
1866-DIOQZ,4+ years,One year,Bank transfer (automatic),66.8,4742.8,0,Low Risk,High Value,Loyal (4y+)
8375-KVTHK,4+ years,One year,Electronic check,100.3,6820.4,0,Low Risk,High Value,Loyal (4y+)
2697-NQBPF,2-4 years,Month-to-month,Electronic check,105.35,3581.9,0,Low Risk,High Value,Mature (2-4y)
3709-OIJEA,2-4 years,One year,Electronic check,85.2,2215.2,0,Low Risk,Mid Value,Mature (2-4y)
7639-SUPCW,1-2 years,Month-to-month,Credit card (automatic),48.8,1073.6,1,High Risk,Mid Value,Growing (1-2y)
1386-ZIKUV,0-1 year,Month-to-month,Mailed check,18.95,132.65,0,Low Risk,Low Value,New (0-1y)
0599-XNYDO,1-2 years,Month-to-month,Bank transfer (automatic),69.8,1396,0,Low Risk,Mid Value,Growing (1-2y)
6377-WHAOX,4+ years,Month-to-month,Electronic check,106.15,6369,0,Low Risk,High Value,Loyal (4y+)
6855-VLGOS,4+ years,Two year,Electronic check,20.55,1479.6,0,Low Risk,Mid Value,Loyal (4y+)
8999-XXGNS,4+ years,One year,Credit card (automatic),105.75,7614,0,Low Risk,High Value,Loyal (4y+)
8746-OQQRW,0-1 year,Month-to-month,Mailed check,25.25,101,0,Low Risk,Low Value,New (0-1y)
3181-MIZBN,1-2 years,Month-to-month,Electronic check,19.75,316,0,Low Risk,Low Value,Growing (1-2y)
0471-ARVMX,4+ years,One year,Electronic check,104.85,6500.7,0,Low Risk,High Value,Loyal (4y+)
7766-CLTIC,0-1 year,Month-to-month,Mailed check,60.95,609.5,0,Low Risk,Low Value,New (0-1y)
5650-YLIBA,2-4 years,Month-to-month,Electronic check,81.15,2515.65,0,Low Risk,Mid Value,Mature (2-4y)
0825-CPPQH,4+ years,Two year,Credit card (automatic),19.1,1356.1,0,Low Risk,Mid Value,Loyal (4y+)
9084-OAYKL,4+ years,Two year,Mailed check,20.8,1206.4,0,Low Risk,Mid Value,Loyal (4y+)
6122-LJADA,4+ years,Two year,Credit card (automatic),90.15,6310.5,0,Low Risk,High Value,Loyal (4y+)
2400-XIWIO,4+ years,Two year,Electronic check,90.1,6397.1,0,Low Risk,High Value,Loyal (4y+)
7524-VRLPL,4+ years,Two year,Credit card (automatic),74.1,5112.9,0,Low Risk,High Value,Loyal (4y+)
1069-XAIEM,0-1 year,Month-to-month,Electronic check,85.05,85.05,1,High Risk,Low Value,New (0-1y)
7569-NMZYQ,4+ years,Two year,Bank transfer (automatic),118.75,8550,0,Low Risk,High Value,Loyal (4y+)
5201-USSQZ,2-4 years,Month-to-month,Credit card (automatic),85.9,2233.4,0,Low Risk,Mid Value,Mature (2-4y)
2105-PHWON,2-4 years,Month-to-month,Credit card (automatic),95,3135,0,Low Risk,High Value,Mature (2-4y)
1494-EJZDW,0-1 year,Two year,Mailed check,20.15,201.5,0,Low Risk,Low Value,New (0-1y)
4884-TVUQF,4+ years,Two year,Credit card (automatic),101.3,5774.1,0,Low Risk,High Value,Loyal (4y+)
8003-EWNDZ,0-1 year,Month-to-month,Electronic check,21.2,212,0,Low Risk,Low Value,New (0-1y)
1897-RCFUM,2-4 years,One year,Mailed check,24.2,943.8,0,Low Risk,Low Value,Mature (2-4y)
9256-JTBNZ,0-1 year,Month-to-month,Bank transfer (automatic),20.3,223.3,0,Low Risk,Low Value,New (0-1y)
4658-HCOHW,1-2 years,Month-to-month,Electronic check,102.8,2158.8,1,High Risk,Mid Value,Growing (1-2y)
2211-RMNHO,4+ years,Two year,Bank transfer (automatic),85.3,5800.4,0,Low Risk,High Value,Loyal (4y+)
2432-TFSMK,1-2 years,One year,Credit card (automatic),89.6,1612.8,0,Low Risk,Mid Value,Growing (1-2y)
3440-JPSCL,0-1 year,Month-to-month,Mailed check,99.95,599.7,1,High Risk,Low Value,New (0-1y)
4929-ROART,1-2 years,Month-to-month,Mailed check,56.25,1012.5,0,Low Risk,Mid Value,Growing (1-2y)
1834-ABKHQ,4+ years,One year,Bank transfer (automatic),50.95,2649.4,0,Low Risk,Mid Value,Loyal (4y+)
1741-WTPON,4+ years,Two year,Mailed check,115.85,6487.6,0,Low Risk,High Value,Loyal (4y+)
3932-IJWDZ,2-4 years,Month-to-month,Bank transfer (automatic),103.65,4664.25,0,Low Risk,High Value,Mature (2-4y)
1240-HCBOH,4+ years,Two year,Mailed check,26.1,1748.7,0,Low Risk,Mid Value,Loyal (4y+)
3594-KADLU,0-1 year,Month-to-month,Mailed check,35.1,105.3,0,Low Risk,Low Value,New (0-1y)
8065-BVEPF,4+ years,Month-to-month,Bank transfer (automatic),99.1,6441.5,0,Low Risk,High Value,Loyal (4y+)
3796-ENZGF,4+ years,Two year,Mailed check,67.25,4236.75,0,Low Risk,High Value,Loyal (4y+)
1734-ZMNTZ,0-1 year,Two year,Mailed check,25,275,0,Low Risk,Low Value,New (0-1y)
2853-CWQFQ,0-1 year,Month-to-month,Mailed check,59.55,59.55,0,Low Risk,Low Value,New (0-1y)
0813-TAXXS,4+ years,Two year,Bank transfer (automatic),77.8,4279,0,Low Risk,High Value,Loyal (4y+)
2519-TWKFS,2-4 years,One year,Mailed check,55.1,1377.5,0,Low Risk,Mid Value,Mature (2-4y)
2889-FPWRM,4+ years,One year,Bank transfer (automatic),117.8,8481.6,1,High Risk,High Value,Loyal (4y+)
0626-QXNGV,4+ years,Two year,Credit card (automatic),24.15,1738.8,0,Low Risk,Mid Value,Loyal (4y+)
6723-CEGQI,4+ years,Two year,Mailed check,45.25,2941.25,0,Low Risk,Mid Value,Loyal (4y+)
6987-XQSJT,4+ years,Month-to-month,Electronic check,79.5,4293,1,High Risk,High Value,Loyal (4y+)
4732-RRJZC,0-1 year,Month-to-month,Mailed check,20.25,141.75,0,Low Risk,Low Value,New (0-1y)
9499-XPZXM,4+ years,Two year,Bank transfer (automatic),64.75,4662,0,Low Risk,High Value,Loyal (4y+)
4338-EYCER,1-2 years,Month-to-month,Bank transfer (automatic),54.6,1146.6,0,Low Risk,Mid Value,Growing (1-2y)
3007-FDPEA,0-1 year,Month-to-month,Bank transfer (automatic),20.7,41.4,0,Low Risk,Low Value,New (0-1y)
6350-XFYGW,0-1 year,Month-to-month,Electronic check,94.75,379,0,Low Risk,Low Value,New (0-1y)
4290-BSXUX,0-1 year,Month-to-month,Bank transfer (automatic),79.65,238.95,1,High Risk,Low Value,New (0-1y)
8513-OLYGY,4+ years,Two year,Credit card (automatic),115.8,8337.6,0,Low Risk,High Value,Loyal (4y+)
0311-QYWSS,0-1 year,Month-to-month,Electronic check,49.45,296.7,0,Low Risk,Low Value,New (0-1y)
8705-DWKTI,4+ years,Month-to-month,Credit card (automatic),83.8,4357.6,0,Low Risk,High Value,Loyal (4y+)
8755-IWJHN,4+ years,Month-to-month,Bank transfer (automatic),95.35,6579.15,0,Low Risk,High Value,Loyal (4y+)
0325-XBFAC,0-1 year,Month-to-month,Electronic check,94.7,757.6,1,High Risk,Low Value,New (0-1y)
4480-QQRHC,0-1 year,Month-to-month,Bank transfer (automatic),74.05,592.4,0,Low Risk,Low Value,New (0-1y)
0929-PECLO,4+ years,Month-to-month,Bank transfer (automatic),89.6,5644.8,0,Low Risk,High Value,Loyal (4y+)
3680-CTHUH,4+ years,One year,Credit card (automatic),116.6,6996,0,Low Risk,High Value,Loyal (4y+)
1202-KKGFU,0-1 year,Month-to-month,Bank transfer (automatic),54.2,650.4,0,Low Risk,Low Value,New (0-1y)
6112-KTHFQ,1-2 years,Month-to-month,Mailed check,19.3,250.9,0,Low Risk,Low Value,Growing (1-2y)
1852-XEMDW,1-2 years,Month-to-month,Mailed check,65.05,1431.1,0,Low Risk,Mid Value,Growing (1-2y)
2462-XIIJB,0-1 year,Month-to-month,Electronic check,92.5,462.5,1,High Risk,Low Value,New (0-1y)
4760-XOHVN,0-1 year,Month-to-month,Mailed check,19.45,19.45,1,High Risk,Low Value,New (0-1y)
1820-DJFPH,4+ years,Two year,Bank transfer (automatic),24.05,1731.6,0,Low Risk,Mid Value,Loyal (4y+)
9426-SXNHE,0-1 year,Month-to-month,Bank transfer (automatic),18.75,37.5,0,Low Risk,Low Value,New (0-1y)
9068-FHQHD,2-4 years,Two year,Bank transfer (automatic),20.15,806,0,Low Risk,Low Value,Mature (2-4y)
1269-FOYWN,2-4 years,One year,Bank transfer (automatic),20,880,0,Low Risk,Low Value,Mature (2-4y)
9470-YFUYI,4+ years,One year,Bank transfer (automatic),71,5041,0,Low Risk,High Value,Loyal (4y+)
7817-BOQPW,0-1 year,Month-to-month,Electronic check,75.55,151.1,1,High Risk,Low Value,New (0-1y)
7402-EYFXX,2-4 years,Month-to-month,Electronic check,93.6,2433.6,0,Low Risk,Mid Value,Mature (2-4y)
1853-UDXBW,0-1 year,Month-to-month,Electronic check,70,70,1,High Risk,Low Value,New (0-1y)
9895-VFOXH,0-1 year,Month-to-month,Mailed check,24.4,24.4,0,Low Risk,Low Value,New (0-1y)
5458-CQJTA,4+ years,Two year,Bank transfer (automatic),74.8,4862,1,High Risk,High Value,Loyal (4y+)
1230-QAJDW,0-1 year,Month-to-month,Mailed check,65.25,195.75,0,Low Risk,Low Value,New (0-1y)
5701-ZIKJE,1-2 years,Month-to-month,Mailed check,50.55,657.15,0,Low Risk,Low Value,Growing (1-2y)
5219-YIPTK,2-4 years,Month-to-month,Electronic check,104.4,3445.2,1,High Risk,High Value,Mature (2-4y)
5032-MIYKT,0-1 year,Month-to-month,Mailed check,70.7,70.7,0,Low Risk,Low Value,New (0-1y)
7396-VJUZB,0-1 year,Month-to-month,Mailed check,45.25,181,0,Low Risk,Low Value,New (0-1y)
9717-QEBGU,0-1 year,Month-to-month,Electronic check,70.3,140.6,0,Low Risk,Low Value,New (0-1y)
5172-RKOCB,4+ years,Two year,Credit card (automatic),108.95,7844.4,0,Low Risk,High Value,Loyal (4y+)
6509-TSGWN,2-4 years,Month-to-month,Mailed check,26.45,978.65,0,Low Risk,Low Value,Mature (2-4y)
3540-RZJYU,1-2 years,Month-to-month,Electronic check,86.2,1293,1,High Risk,Mid Value,Growing (1-2y)
3178-CIFOT,1-2 years,One year,Credit card (automatic),19.65,451.95,0,Low Risk,Low Value,Growing (1-2y)
2091-MJTFX,2-4 years,Month-to-month,Credit card (automatic),51.2,1536,1,High Risk,Mid Value,Mature (2-4y)
4530-NDRKU,2-4 years,One year,Electronic check,19.05,800.1,0,Low Risk,Low Value,Mature (2-4y)
5985-TBABQ,2-4 years,One year,Mailed check,74.75,2392,0,Low Risk,Mid Value,Mature (2-4y)
9800-ONTFE,1-2 years,Month-to-month,Bank transfer (automatic),75.8,1667.6,0,Low Risk,Mid Value,Growing (1-2y)
6743-HHQPF,2-4 years,Month-to-month,Credit card (automatic),25.1,1054.2,0,Low Risk,Mid Value,Mature (2-4y)
8455-HIRAQ,0-1 year,Month-to-month,Mailed check,44.45,355.6,0,Low Risk,Low Value,New (0-1y)
6616-AALSR,4+ years,Two year,Credit card (automatic),104.3,6779.5,0,Low Risk,High Value,Loyal (4y+)
0883-EIBTI,0-1 year,Month-to-month,Mailed check,19.5,39,1,High Risk,Low Value,New (0-1y)
9415-ZNBSX,4+ years,Two year,Bank transfer (automatic),89,6230,0,Low Risk,High Value,Loyal (4y+)
4018-KJYUY,1-2 years,Month-to-month,Credit card (automatic),20.15,443.3,0,Low Risk,Low Value,Growing (1-2y)
0722-TROQR,0-1 year,Month-to-month,Electronic check,74.9,299.6,1,High Risk,Low Value,New (0-1y)
7571-YXDAD,0-1 year,Month-to-month,Credit card (automatic),74.9,149.8,1,High Risk,Low Value,New (0-1y)
3884-UEBXB,4+ years,Two year,Bank transfer (automatic),36.15,2422.05,0,Low Risk,Mid Value,Loyal (4y+)
8780-RSYYU,2-4 years,Month-to-month,Credit card (automatic),19.2,480,0,Low Risk,Low Value,Mature (2-4y)
5537-UXXVS,1-2 years,Month-to-month,Bank transfer (automatic),19.25,385,0,Low Risk,Low Value,Growing (1-2y)
1791-PQHBB,0-1 year,Month-to-month,Credit card (automatic),61.2,122.4,0,Low Risk,Low Value,New (0-1y)
8701-DGLVH,4+ years,Two year,Mailed check,20.45,1042.95,0,Low Risk,Mid Value,Loyal (4y+)
8741-LQOBK,2-4 years,Month-to-month,Bank transfer (automatic),35.05,1612.3,0,Low Risk,Mid Value,Mature (2-4y)
3393-FMZPV,2-4 years,Month-to-month,Electronic check,100.25,2506.25,1,High Risk,Mid Value,Mature (2-4y)
8082-GHXOP,1-2 years,Month-to-month,Mailed check,44,572,0,Low Risk,Low Value,Growing (1-2y)
6402-ZFPPI,2-4 years,Month-to-month,Mailed check,102.8,2570,1,High Risk,Mid Value,Mature (2-4y)
0980-FEXWF,2-4 years,One year,Mailed check,50.35,1309.1,0,Low Risk,Mid Value,Mature (2-4y)
7486-KSRVI,2-4 years,One year,Electronic check,100,4300,1,High Risk,High Value,Mature (2-4y)
3011-WQKSZ,1-2 years,Month-to-month,Electronic check,20,380,0,Low Risk,Low Value,Growing (1-2y)
8443-WVPSS,0-1 year,Month-to-month,Electronic check,99.85,998.5,1,High Risk,Low Value,New (0-1y)
3006-XIMLN,0-1 year,Month-to-month,Bank transfer (automatic),94.2,188.4,1,High Risk,Low Value,New (0-1y)
8218-FFJDS,4+ years,Two year,Bank transfer (automatic),86.4,6220.8,0,Low Risk,High Value,Loyal (4y+)
1986-PHGZF,1-2 years,Month-to-month,Credit card (automatic),58.4,1051.2,0,Low Risk,Mid Value,Growing (1-2y)
9965-YOKZB,0-1 year,Month-to-month,Electronic check,83.85,754.65,1,High Risk,Low Value,New (0-1y)
0504-HHAPI,2-4 years,Month-to-month,Credit card (automatic),88.3,2384.1,1,High Risk,Mid Value,Mature (2-4y)
9360-OMDZZ,1-2 years,Month-to-month,Electronic check,94.1,2258.4,0,Low Risk,Mid Value,Growing (1-2y)
6305-YLBMM,4+ years,One year,Bank transfer (automatic),104.05,7179.45,1,High Risk,High Value,Loyal (4y+)
0345-XMMUG,2-4 years,Two year,Credit card (automatic),108.9,5009.4,0,Low Risk,High Value,Mature (2-4y)
8024-XNAFQ,4+ years,Two year,Bank transfer (automatic),107.4,7732.8,0,Low Risk,High Value,Loyal (4y+)
3647-GMGDH,1-2 years,Month-to-month,Credit card (automatic),94.7,2083.4,1,High Risk,Mid Value,Growing (1-2y)
2988-GBIVW,4+ years,Month-to-month,Electronic check,90.85,6359.5,0,Low Risk,High Value,Loyal (4y+)
2832-SCUCO,0-1 year,Month-to-month,Electronic check,19.9,39.8,0,Low Risk,Low Value,New (0-1y)
7036-ZZKBD,2-4 years,Month-to-month,Credit card (automatic),66.4,2058.4,0,Low Risk,Mid Value,Mature (2-4y)
3791-LGQCY,4+ years,Month-to-month,Bank transfer (automatic),100.65,5636.4,1,High Risk,High Value,Loyal (4y+)
0265-PSUAE,1-2 years,Month-to-month,Bank transfer (automatic),100.7,1611.2,0,Low Risk,Mid Value,Growing (1-2y)
0463-TXOAK,4+ years,Two year,Credit card (automatic),25.6,1331.2,0,Low Risk,Mid Value,Loyal (4y+)
0594-UFTUL,1-2 years,Month-to-month,Mailed check,19.85,258.05,0,Low Risk,Low Value,Growing (1-2y)
9509-MPYOD,2-4 years,One year,Mailed check,20.75,726.25,0,Low Risk,Low Value,Mature (2-4y)
9128-CPXKI,4+ years,Two year,Electronic check,95.8,5652.2,0,Low Risk,High Value,Loyal (4y+)
0129-KPTWJ,4+ years,Month-to-month,Electronic check,94.65,6814.8,0,Low Risk,High Value,Loyal (4y+)
8166-ZZTFS,4+ years,Two year,Bank transfer (automatic),80.55,5316.3,1,High Risk,High Value,Loyal (4y+)
5855-EIBDE,4+ years,Two year,Credit card (automatic),106.65,5225.85,0,Low Risk,High Value,Loyal (4y+)
5365-LLFYV,0-1 year,Month-to-month,Mailed check,45.85,91.7,0,Low Risk,Low Value,New (0-1y)
5956-YHHRX,1-2 years,Month-to-month,Electronic check,104.35,2191.35,0,Low Risk,Mid Value,Growing (1-2y)
6008-NAIXK,4+ years,One year,Electronic check,55.45,2994.3,0,Low Risk,Mid Value,Loyal (4y+)
2956-GGUCQ,1-2 years,Month-to-month,Electronic check,78.85,1892.4,1,High Risk,Mid Value,Growing (1-2y)
1928-BXYIV,0-1 year,Month-to-month,Electronic check,61.15,61.15,0,Low Risk,Low Value,New (0-1y)
5760-FXFVO,0-1 year,Month-to-month,Electronic check,78.95,473.7,0,Low Risk,Low Value,New (0-1y)
6595-COKXZ,0-1 year,Month-to-month,Mailed check,44.45,44.45,1,High Risk,Low Value,New (0-1y)
0961-ZWLVI,4+ years,One year,Credit card (automatic),109.2,5350.8,0,Low Risk,High Value,Loyal (4y+)
5181-OABFK,4+ years,Two year,Credit card (automatic),61.3,3432.8,0,Low Risk,High Value,Loyal (4y+)
4007-NHVHI,4+ years,Month-to-month,Electronic check,96.85,5423.6,0,Low Risk,High Value,Loyal (4y+)
7816-VGHTO,0-1 year,Two year,Mailed check,40.55,243.3,0,Low Risk,Low Value,New (0-1y)
5871-DGTXZ,2-4 years,One year,Mailed check,19.8,633.6,0,Low Risk,Low Value,Mature (2-4y)
7550-WIQVA,4+ years,One year,Electronic check,108.25,5412.5,0,Low Risk,High Value,Loyal (4y+)
7544-ZVIKX,4+ years,One year,Bank transfer (automatic),105.05,6092.9,0,Low Risk,High Value,Loyal (4y+)
0016-QLJIS,4+ years,Two year,Mailed check,90.45,5879.25,0,Low Risk,High Value,Loyal (4y+)
7508-DQAKK,4+ years,Two year,Credit card (automatic),86.4,5529.6,0,Low Risk,High Value,Loyal (4y+)
